Year,Quarter,Total excluding LULUCF,"Land Use, Land Use Change and Forestry (LULUCF)",Total including LULUCF
2001-02,2001-09-01,126.80000000000001,18.0,144.8
,2001-12-01,123.30000000000001,18.0,141.3
,2002-03-01,121.20000000000002,17.6,138.8
,2002-06-01,124.89999999999999,17.8,142.7
2002-03,2002-09-01,127.79999999999998,18.4,146.2
,2002-12-01,125.19999999999999,18.4,143.6
,2003-03-01,121.5,18.0,139.5
,2003-06-01,124.2,18.2,142.4
2003-04,2003-09-01,130.5,15.3,145.8
,2003-12-01,128.2,15.3,143.5
,2004-03-01,128.3,15.1,143.4
,2004-06-01,129.0,15.1,144.1
2004-05,2004-09-01,133.60000000000002,20.7,154.3
,2004-12-01,130.60000000000002,20.7,151.3
,2005-03-01,127.50000000000001,20.3,147.8
,2005-06-01,130.5,20.5,151.0
2005-06,2005-09-01,133.10000000000002,22.2,155.3
,2005-12-01,131.3,22.2,153.5
,2006-03-01,129.3,21.7,151.0
,2006-06-01,132.6,21.9,154.5
2006-07,2006-09-01,135.0,20.7,155.7
,2006-12-01,134.4,20.7,155.1
,2007-03-01,131.9,20.2,152.1
,2007-06-01,132.5,20.5,153.0
2007-08,2007-09-01,138.0,12.6,150.6
,2007-12-01,133.20000000000002,12.6,145.8
,2008-03-01,132.3,12.5,144.8
,2008-06-01,133.5,12.5,146.0
2008-09,2008-09-01,140.70000000000002,9.1,149.8
,2008-12-01,136.9,9.1,146.0
,2009-03-01,130.4,8.9,139.3
,2009-06-01,133.0,9.0,142.0
2009-10,2009-09-01,135.10000000000002,5.7,140.8
,2009-12-01,135.3,5.7,141.0
,2010-03-01,133.6,5.6,139.2
,2010-06-01,133.4,5.7,139.1
2010-11,2010-09-01,138.0,2.5,140.5
,2010-12-01,133.9,2.5,136.4
,2011-03-01,132.0,2.4,134.4
,2011-06-01,134.6,2.5,137.1
2011-12,2011-09-01,137.9,-4.8,133.1
,2011-12-01,134.8,-4.8,130.0
,2012-03-01,133.7,-4.7,129.0
,2012-06-01,134.29999999999998,-4.7,129.6
2012-13,2012-09-01,134.60000000000002,-4.8,129.8
,2012-12-01,133.60000000000002,-4.8,128.8
,2013-03-01,130.29999999999998,-4.7,125.6
,2013-06-01,132.1,-4.8,127.3
2013-14,2013-09-01,132.2,-1.6,130.6
,2013-12-01,131.4,-1.6,129.8
,2014-03-01,131.2,-1.6,129.6
,2014-06-01,130.6,-1.6,129.0
2014-15,2014-09-01,136.29999999999998,-5.1,131.2
,2014-12-01,133.7,-5.1,128.6
,2015-03-01,131.7,-5.0,126.7
,2015-06-01,133.6,-5.1,128.5
2015-16,2015-09-01,138.4,-6.1,132.3
,2015-12-01,136.79999999999998,-6.1,130.7
,2016-03-01,136.8,-6.0,130.8
,2016-06-01,135.3,-6.0,129.3
2016-17,2016-09-01,140.20000000000002,-5.4,134.8
,2016-12-01,137.70000000000002,-5.4,132.3
,2017-03-01,137.4,-5.3,132.1
,2017-06-01,138.20000000000002,-5.4,132.8
2017-18,2017-09-01,139.7,-5.5,134.2
,2017-12-01,138.7,-5.5,133.2
,2018-03-01,137.70000000000002,-5.4,132.3
,2018-06-01,140.4,-5.4,135.0
2018-19,2018-09-01,140.9,-5.4,135.5
